"","title","authors","keywords","doi"
"1345","Implementing computerized adaptive tests in routine clinical practice: experience implementing CATs.","Hart DL, Deutscher D, Werneke MW, Holder J, Wang YC.","NA","NA"
"1346","A clinically meaningful theory of outcome measures in rehabilitation medicine.","Massof RW.","NA","NA"
"1347","Generally objective measurement of human temperature and reading ability: some corollaries.","Stenner AJ, Stone M.","NA","NA"
"1348","Rasch-derived latent trait measurement of outcomes: insightful use leads to precision case management and evidence-based practices in functional healthcare.","Granger CV, Carlin M, Linacre JM, Mead R, Niewczyk P, Stenner AJ, Tesio L.","NA","NA"
"1349","Foreword: emergence of efficiency in health outcome measurement.","Bezruczko N.","NA","NA"
"1350","Bias and efficiency of multiple imputation compared with complete-case analysis for missing covariate values.","White IR, Carlin JB.","NA","10.1002/sim.3944"
"1351","A modeling framework for the analysis of HPV incidence and persistence: a semi-parametric approach for clustered binary longitudinal data analysis.","Kong X, Gray RH, Moulton LH, Wawer M, Wang MC.","NA","10.1002/sim.4062"
"1352","Survey of the curricula of public health training programs across Bulgaria and Greece: opportunities for future collaboration.","Athanasakis K, Pavi E, Konstandinides T, Hristov J, Vodenicharov T, Tchamov K, Papathanasiou J, Kyriopoulos J.","NA","NA"
"1353","Calls for new reporting standards, quality control in microarrays.","Tuma RS.","NA","10.1093/jnci/djq373"
"1354","Clinical trials and rare diseases.","Gerss JW, Köpcke W.","NA","10.1007/978-90-481-9485-8_11"
"1355","Statistical methods for the geographical analysis of rare diseases.","Gómez-Rubio V, López-Quílez A.","NA","10.1007/978-90-481-9485-8_10"
"1356","Frequency analysis techniques for identification of viral genetic data.","Trifonov V, Rabadan R.","NA","10.1128/mBio.00156-10"
"1357","Using support vector regression coupled with the genetic algorithm for predicting acute toxicity to the fathead minnow.","Wang Y, Zheng M, Xiao J, Lu Y, Wang F, Lu J, Luo X, Zhu W, Jianga H, Chen K.","NA","10.1080/1062936X.2010.502300"
"1358","Statistical inference: hypothesis testing.","Expósito-Ruiz M, Pérez-Vicente S, Rivas-Ruiz F.","NA","10.1016/j.aller.2010.06.003"
"1359","A note on dichotomization of continuous response variable in the presence of contamination and model misspecification.","Shentu Y, Xie M.","NA","10.1002/sim.3966"
"1360","Comparison of weighted kappa coefficients of multiple binary diagnostic tests done on the same subjects.","Roldán Nofuentes JA, Luna del Castillo JD.","NA","10.1002/sim.3939"
"1361","Analyzing multivariate survival data using composite likelihood and flexible parametric modeling of the hazard functions.","Nielsen J, Parner ET.","NA","10.1002/sim.3934"
"1362","Introduction and snapshot review: relating infectious disease transmission models to data.","O'Neill PD.","NA","10.1002/sim.3968"
"1363","Accuracy and cut-off point selection in three-class classification problems using a generalization of the Youden index.","Nakas CT, Alonzo TA, Yiannoutsos CT.","NA","10.1002/sim.4044"
"1364","Links between analysis of surrogate endpoints and endogeneity.","Ghosh D, Elliott MR, Taylor JM.","NA","10.1002/sim.4027"
"1365","Regression analysis of clustered interval-censored data with informative cluster size.","Kim YJ.","NA","10.1002/sim.4042"
"1366","Sample size calculation and power analysis: a quick review.","Fitzner K, Heckinger E.","NA","10.1177/0145721710380791"
"1367","Comparing survival curves using an easy to interpret statistic.","Hess KR.","NA","10.1158/1078-0432.CCR-10-1540"
"1368","Retrospective robustness of the continual reassessment method.","O'Quigley J, Zohar S.","NA","10.1080/10543400903315732"
"1369","Mining pharmacovigilance data using Bayesian logistic regression with James-Stein type shrinkage estimation.","An L, Fung KY, Krewski D.","NA","10.1080/10543401003619056"
"1370","Bayesian versus frequentist hypotheses testing in clinical trials with dichotomous and countable outcomes.","Zaslavsky BG.","NA","10.1080/10543401003619023"
"1371","Statistical inference for tumor growth inhibition T/C ratio.","Wu J.","NA","10.1080/10543401003618983"
"1372","An extension of Bayesian expected power and its application in decision making.","Liu F.","NA","10.1080/10543401003618967"
"1373","Many-to-one comparison after sample size reestimation for trials with multiple treatment arms and treatment selection.","Wang J.","NA","10.1080/10543401003618959"
"1374","A comparison of multiple testing procedures for the gold standard non-inferiority trial.","Röhmel J, Pigeot I.","NA","10.1080/10543401003618942"
"1375","Validation of a modelling approach for estimating the likely effectiveness of cancer screening using cancer data on prevalence screening and incidence.","Pashayan N, Pharoah P, Tabár L, Neal DE, Martin RM, Donovan J, Hamdy F, Duffy SW.","NA","10.1016/j.canep.2010.07.012"
"1376","Medical education in the United States: are we building a multitiered system?","Feldman AM.","NA","10.1111/j.1752-8062.2010.00207.x"
"1377","Improving biocatalyst performance by integrating statistical methods into protein engineering.","Brouk M, Nov Y, Fishman A.","NA","10.1128/AEM.00878-10"
"1378","[Statistical methods for detecting and adjusting for publication bias].","Schwarzer G, Rücker G.","NA","NA"
"1379","Equating designs and procedures used in Rasch scaling.","Skaggs G, Wolfe EW.","NA","NA"
"1380","Reliability of performance examinations: revisited.","Lunz ME, Linacre JM.","NA","NA"
"1381","Comparing decalage and development with cognitive developmental tests.","Bond T.","NA","NA"
"1382","Using Guttman's mapping sentences and Many Facet Rasch Measurement Theory to develop an instrument that examines the grading philosophies of teachers.","Randall J, Engelhard G Jr.","NA","NA"
"1383","From model to measurement with dichotomous items.","Burdick D, Stenner AJ, Kyngdon A.","NA","NA"
"1384","Using item response modeling methods to test theory related to human performance.","Allen DD.","NA","NA"
"1385","ROME scheme: from reorientation to research oriented medical education, a new beginning.","Mahajan PB.","NA","NA"
"1386","Large trials, small gains: is change on the way?","Tuma RS.","NA","10.1093/jnci/djq322"
"1387","Estimating the burden of human leptospirosis.","Abela-Ridder B, Sikkema R, Hartskeerl RA.","NA","10.1016/j.ijantimicag.2010.06.012"
"1388","Adjunctive aripiprazole, olanzapine, or quetiapine for major depressive disorder: an analysis of number needed to treat, number needed to harm, and likelihood to be helped or harmed.","Citrome L.","NA","10.3810/pgm.2010.07.2174"
"1389","Three-sided hypothesis testing: simultaneous testing of superiority, equivalence and inferiority.","Goeman JJ, Solari A, Stijnen T.","NA","10.1002/sim.4002"
"1390","Sequential analysis of uncommon adverse outcomes.","Morton A, Mengersen K, Waterhouse M, Steiner S, Looke D.","NA","10.1016/j.jhin.2010.04.022"
"1391","Methods for combining multiple genome-wide linkage studies.","Kippola TA, Santorico SA.","NA","10.1007/978-1-60761-580-4_21"
"1392","Statistical methods for integrating multiple types of high-throughput data.","Xie Y, Ahn C.","NA","10.1007/978-1-60761-580-4_19"
"1393","Multi-gene expression-based statistical approaches to predicting patients' clinical outcomes and responses.","Cheng F, Cho SH, Lee JK.","NA","10.1007/978-1-60761-580-4_16"
"1394","Introduction to the development and validation of predictive biomarker models from high-throughput data sets.","Deng X, Campagne F.","NA","10.1007/978-1-60761-580-4_15"
"1395","Dimension reduction for high-dimensional data.","Li L.","NA","10.1007/978-1-60761-580-4_14"
"1396","Sample size and power calculation for molecular biology studies.","Jung SH.","NA","10.1007/978-1-60761-580-4_5"
"1397","Nonparametric methods for molecular biology.","Wittkowski KM, Song T.","NA","10.1007/978-1-60761-580-4_2"
"1398","Experimental statistics for biological sciences.","Bang H, Davidian M.","NA","10.1007/978-1-60761-580-4_1"
"1399","Experiences with learning and confirming in drug and biological development.","Patterson SD.","NA","10.1038/clpt.2010.50"
"1400","ASCPT Task Force for advancing pharmacometrics and integration into drug development.","Goldberger MJ, Singh N, Allerheiligen S, Gobburu JV, Lalonde R, Smith B, Ryder S, Yozviak A.","NA","10.1038/clpt.2010.141"
"1401","Biostatistics and pharmacometrics: quantitative sciences to propel drug development forward.","Smith BP, Vincent J.","NA","10.1038/clpt.2010.136"
"1402","A statistical method (cross-validation) for bone loss region detection after spaceflight.","Zhao Q, Li W, Li C, Chu PW, Kornak J, Lang TF, Fang J, Lu Y.","NA","10.1007/s13246-010-0024-6"
"1403","Real-time validation and presentation of the cumulative antibiogram and implications of presenting a standard format using a novel in-house software: ABSOFT.","Wilson G, Badarudeen S, Godwin A.","NA","10.1016/j.ajic.2010.02.015"
"1404","The Regional Network for Asian Schistosomiasis and Other Helminth Zoonoses (RNAS(+)) target diseases in face of climate change.","Yang GJ, Utzinger J, Lv S, Qian YJ, Li SZ, Wang Q, Bergquist R, Vounatsou P, Li W, Yang K, Zhou XN.","NA","10.1016/S0065-308X(10)73005-0"
"1405","Health metrics for helminthic infections.","King CH.","NA","10.1016/S0065-308X(10)73003-7"
"1406","Meta-analysis for rare events.","Cai T, Parast L, Ryan L.","NA","10.1002/sim.3964"
"1407","Correcting approximate Bayesian computation.","Templeton AR.","NA","10.1016/j.tree.2010.06.009"
"1408","Critical evaluations.","Hall JC.","NA","10.1111/j.1445-2197.2010.05333.x"
"1409","[Evidence-based treatment recommendations--between supposition and knowledge].","Raspe H.","NA","NA"
"1410","Bayesian estimation of the receiver operating characteristic curve for a diagnostic test with a limit of detection in the absence of a gold standard.","Jafarzadeh SR, Johnson WO, Utts JM, Gardner IA.","NA","10.1002/sim.3975"
"1411","Genome-wide association filtering using a highly locus-specific transmission/disequilibrium test.","Abad-Grau MM, Medina-Medina N, Montes-Soldado R, Moreno-Ortega J, Matesanz F.","NA","10.1007/s00439-010-0854-z"
"1412","Clinical trials in mental health.","Dunn G.","NA","10.1177/0962280209105012"
"1413","Statistical guide for clinical pharmacology & therapeutics.","[No authors listed]","NA","10.1038/clpt.2010.113"
"1414","Implementation and assessment of a resident curriculum in evidence-based transfusion medicine.","Haspel RL.","NA","10.1043/2009-0328-OA.1"
"1415","A flexible unified approach to the analysis of pre-clinical combination studies.","Harbron C.","NA","10.1002/sim.3916"
"1416","""Normal"" alanine aminotransferase and Christopher Boorse.","Das K.","NA","10.1002/hep.23731"
"1417","Proceedings of the 29th Annual Conference of the International Society for Clinical Biostatistics. Copenhagen, Denmark. August 17-21, 2008.","[No authors listed]","NA","NA"
"1418","Prediction of melatonin excretion patterns in the rat exposed to ELF magnetic fields based on support vector machine and linear discriminant analysis.","Jahandideh S, Abdolmaleki P.","NA","10.1016/j.micron.2010.04.002"
"1419","A comparison of the results of intent-to-treat, per-protocol, and g-estimation in the presence of non-random treatment changes in a time-to-event non-inferiority trial.","Matsuyama Y.","NA","10.1002/sim.3987"
"1420","A consistency-adjusted alpha-adaptive strategy for sequential testing.","Alosh M, Huque MF.","NA","10.1002/sim.3896"
"1421","Sample size calculations for evaluating a diagnostic test when the gold standard is missing at random.","Kosinski AS, Chen Y, Lyles RH.","NA","10.1002/sim.3899"
"1422","Hospital adverse events and control charts.","Millership S.","NA","10.1016/j.jhin.2010.03.019"
"1423","Gerontologic biostatistics: the statistical challenges of clinical research with older study participants.","Van Ness PH, Charpentier PA, Ip EH, Leng X, Murphy TE, Tooze JA, Allore HG.","NA","10.1111/j.1532-5415.2010.02926.x"
"1424","Efficient calculation of P-value and power for quadratic form statistics in multilocus association testing.","Tong L, Yang J, Cooper RS.","NA","10.1111/j.1469-1809.2010.00574.x"
"1425","Cox regression model with time-varying coefficients in nested case-control studies.","Liu M, Lu W, Shore RE, Zeleniuch-Jacquotte A.","NA","10.1093/biostatistics/kxq037"
"1426","Explorations in statistics: power.","Curran-Everett D.","NA","10.1152/advan.00001.2010"
"1427","On inferring presence of an individual in a mixture: a Bayesian approach.","Clayton D.","NA","10.1093/biostatistics/kxq035"
"1428","Identification of causal effects on binary outcomes using structural mean models.","Clarke PS, Windmeijer F.","NA","10.1093/biostatistics/kxq024"
"1429","A kernel-based spatio-temporal surveillance system for monitoring influenza-like illness incidence.","Martinez-Beneito MA, Botella-Rocamora P, Zurriaga O.","NA","10.1177/0962280210370265"
"1430","Optimal geographic scales for local spatial statistics.","Rogerson PA.","NA","10.1177/0962280210369039"
"1431","Genotype imputation for genome-wide association studies.","Marchini J, Howie B.","NA","10.1038/nrg2796"
"1432","Research and statistics: a question of time: cross-sectional versus longitudinal study designs.","Johnson SL.","NA","10.1542/pir.31-6-250"
"1433","A spatial beta-binomial model for clustered count data on dental caries.","Bandyopadhyay D, Reich BJ, Slate EH.","NA","10.1177/0962280210372453"
"1434","A compendium of genome-wide associations for cancer: critical synopsis and reappraisal.","Ioannidis JP, Castaldi P, Evangelou E.","NA","10.1093/jnci/djq173"
"1435","Genome-wide association studies and ""the art of the soluble"".","Hunter DJ, Chanock SJ.","NA","10.1093/jnci/djq197"
